vid	yid	start	end	raw-text	tokenized-text	gloss	split
hkKZ08VryRg-00:47:39.800-00:47:41.967	hkKZ08VryRg	00:47:39.800	00:47:41.967	SO THEY'RE FUN,	so theyre fun		train
hkKZ08VryRg-00:47:41.967-00:47:45.300	hkKZ08VryRg	00:47:41.967	00:47:45.300	BUT I DECIDED I WANTED TO DO	but i decided i wanted to do		train
hkKZ08VryRg-00:47:45.300-00:47:47.567	hkKZ08VryRg	00:47:45.300	00:47:47.567	A LITTLE BIT MORE POWERFUL.	a little bit more powerful		train
hkKZ08VryRg-00:47:47.567-00:47:52.133	hkKZ08VryRg	00:47:47.567	00:47:52.133	SO CALVES ARE CUTE, BUT, YOU	so calves are cute but you		test
hkKZ08VryRg-00:47:52.133-00:47:55.233	hkKZ08VryRg	00:47:52.133	00:47:55.233	A LIFE FULL OF PAIN,	a life full of pain		train
hkKZ08VryRg-00:47:55.233-00:47:56.633	hkKZ08VryRg	00:47:55.233	00:47:56.633	AND LIFE IS FULL OF	and life is full of		train
hkKZ08VryRg-00:47:56.633-00:48:00.734	hkKZ08VryRg	00:47:56.633	00:48:00.734	SO I WANTED TO EMPHASIZE THAT	so i wanted to emphasize that		valid
hkKZ08VryRg-00:48:04.567-00:48:06.300	hkKZ08VryRg	00:48:04.567	00:48:06.300	YES.	yes		train
hkKZ08VryRg-00:48:09.934-00:48:13.834	hkKZ08VryRg	00:48:09.934	00:48:13.834	DONNA AND I WERE DRIVING,	donna and i were driving		train
hkKZ08VryRg-00:48:13.834-00:48:16.967	hkKZ08VryRg	00:48:13.834	00:48:16.967	AND I WAS LOOKING AT	and i was looking at		train
hkKZ08VryRg-00:48:19.033-00:48:22.033	hkKZ08VryRg	00:48:19.033	00:48:22.033	I WAS REALLY THINKING ABOUT	i was really thinking about		test
hkKZ08VryRg-00:48:22.033-00:48:25.700	hkKZ08VryRg	00:48:22.033	00:48:25.700	ALL THAT WAS ARRAYED AROUND	all that was arrayed around		train
hkKZ08VryRg-00:48:25.700-00:48:28.867	hkKZ08VryRg	00:48:25.700	00:48:28.867	I WAS REALLY TAKEN BY	i was really taken by		train
hkKZ08VryRg-00:48:28.867-00:48:30.800	hkKZ08VryRg	00:48:28.867	00:48:30.800	AND THE BRANCHES.	and the branches		train
hkKZ08VryRg-00:48:33.867-00:48:37.200	hkKZ08VryRg	00:48:33.867	00:48:37.200	SO I WAS LOOKING OUTSIDE	so i was looking outside		test
hkKZ08VryRg-00:48:37.200-00:48:39.867	hkKZ08VryRg	00:48:37.200	00:48:39.867	YOU KNOW, WE'RE JUST DRIVING	you know were just driving		train
hkKZ08VryRg-00:48:39.867-00:48:41.700	hkKZ08VryRg	00:48:39.867	00:48:41.700	AND JUST REALLY THINKING ABOUT	and just really thinking about		test
hkKZ08VryRg-00:48:41.700-00:48:44.400	hkKZ08VryRg	00:48:41.700	00:48:44.400	AND I WAS TAKING DIFFERENT	and i was taking different		train
hkKZ08VryRg-00:48:44.400-00:48:46.367	hkKZ08VryRg	00:48:44.400	00:48:46.367	AND PUTTING THEM TOGETHER,	and putting them together		train
hkKZ08VryRg-00:48:46.367-00:48:49.467	hkKZ08VryRg	00:48:46.367	00:48:49.467	REALLY FOCUSING ON THE IDEA OF	really focusing on the idea of		train
hkKZ08VryRg-00:49:26.934-00:49:28.500	hkKZ08VryRg	00:49:26.934	00:49:28.500	WELL, WHAT I WOULD DO IS I WOULD	well what i would do is i would		train
hkKZ08VryRg-00:49:28.500-00:49:31.767	hkKZ08VryRg	00:49:28.500	00:49:31.767	CREATE MY POETRY,	create my poetry		train
hkKZ08VryRg-00:49:31.767-00:49:35.166	hkKZ08VryRg	00:49:31.767	00:49:35.166	AND THEN DONNA KACHITES	and then donna kachites		train
hkKZ08VryRg-00:49:35.166-00:49:36.934	hkKZ08VryRg	00:49:35.166	00:49:36.934	WOULD WATCH IT.	would watch it		train
hkKZ08VryRg-00:49:36.934-00:49:38.333	hkKZ08VryRg	00:49:36.934	00:49:38.333	AND SHE WOULD TAKE NOTES	and she would take notes		train
hkKZ08VryRg-00:49:38.333-00:49:39.767	hkKZ08VryRg	00:49:38.333	00:49:39.767	AS SHE WATCHED IT.	as she watched it		train
hkKZ08VryRg-00:49:39.767-00:49:41.433	hkKZ08VryRg	00:49:39.767	00:49:41.433	I JUST LEFT THAT PART UP TO HER	i just left that part up to her		train
hkKZ08VryRg-00:49:41.433-00:49:42.867	hkKZ08VryRg	00:49:41.433	00:49:42.867	I WOULD CREATE IT.	i would create it		train
hkKZ08VryRg-00:49:42.867-00:49:44.266	hkKZ08VryRg	00:49:42.867	00:49:44.266	SHE'D SHOW ME THE WORDS,	shed show me the words		train
hkKZ08VryRg-00:49:44.266-00:49:45.700	hkKZ08VryRg	00:49:44.266	00:49:45.700	I WOULD APPROVE THEM.	i would approve them		train
hkKZ08VryRg-00:49:48.433-00:49:50.333	hkKZ08VryRg	00:49:48.433	00:49:50.333	YOU KNOW, THEN	you know then		train
hkKZ08VryRg-00:49:50.333-00:49:53.266	hkKZ08VryRg	00:49:50.333	00:49:53.266	SHE WOULD MATCH THE WORD	she would match the word		train
hkKZ08VryRg-00:49:53.266-00:49:54.934	hkKZ08VryRg	00:49:53.266	00:49:54.934	AND IT TOOK A LONG TIME.	and it took a long time		train
hkKZ08VryRg-00:49:54.934-00:49:56.333	hkKZ08VryRg	00:49:54.934	00:49:56.333	AND THIS WAS IN HER FREE TIME.	and this was in her free time		train
hkKZ08VryRg-00:49:56.333-00:49:58.934	hkKZ08VryRg	00:49:56.333	00:49:58.934	THERE WAS NO PAY INVOLVED AT	there was no pay involved at		train
hkKZ08VryRg-00:49:58.934-00:50:00.433	hkKZ08VryRg	00:49:58.934	00:50:00.433	THAT'S VERY RARE TODAY.	thats very rare today		train
hkKZ08VryRg-00:50:00.433-00:50:02.700	hkKZ08VryRg	00:50:00.433	00:50:02.700	YOU WON'T FIND PEOPLE WILLING	you wont find people willing		train
hkKZ08VryRg-00:50:05.300-00:50:06.767	hkKZ08VryRg	00:50:05.300	00:50:06.767	AND NOW I DON'T EVEN HAVE	and now i dont even have		train
hkKZ08VryRg-00:50:06.767-00:50:08.266	hkKZ08VryRg	00:50:06.767	00:50:08.266	A VOICE INTERPRETER	a voice interpreter		train
hkKZ08VryRg-00:50:08.266-00:50:11.100	hkKZ08VryRg	00:50:08.266	00:50:11.100	BACK THEN WHEN I WAS WITH DONNA,	back then when i was with donna		train
hkKZ08VryRg-00:50:11.100-00:50:13.934	hkKZ08VryRg	00:50:11.100	00:50:13.934	BECAUSE I THOUGHT IT WAS	because i thought it was		train
hkKZ08VryRg-00:50:13.934-00:50:16.600	hkKZ08VryRg	00:50:13.934	00:50:16.600	TO HAVE EVERYBODY	to have everybody		train
hkKZ08VryRg-00:50:16.600-00:50:17.934	hkKZ08VryRg	00:50:16.600	00:50:17.934	THAT DEAF AND HEARING PEOPLE	that deaf and hearing people		valid
hkKZ08VryRg-00:50:17.934-00:50:19.433	hkKZ08VryRg	00:50:17.934	00:50:19.433	COULD ENJOY	could enjoy		train
hkKZ08VryRg-00:50:19.433-00:50:20.600	hkKZ08VryRg	00:50:19.433	00:50:20.600	THE DEAF PEOPLE WATCHING	the deaf people watching		train
hkKZ08VryRg-00:50:20.600-00:50:23.367	hkKZ08VryRg	00:50:20.600	00:50:23.367	AND THE HEARING PEOPLE HEARING	and the hearing people hearing		train
hkKZ08VryRg-00:50:26.567-00:50:29.433	hkKZ08VryRg	00:50:26.567	00:50:29.433	THERE WERE DISCUSSIONS,	there were discussions		train
hkKZ08VryRg-00:50:29.433-00:50:31.767	hkKZ08VryRg	00:50:29.433	00:50:31.767	IN THE COMMUNITY ABOUT WHETHER	in the community about whether		valid
hkKZ08VryRg-00:50:31.767-00:50:35.266	hkKZ08VryRg	00:50:31.767	00:50:35.266	TO ADD A VOICE AT THE SAME TIME	to add a voice at the same time		test
hkKZ08VryRg-00:50:35.266-00:50:38.266	hkKZ08VryRg	00:50:35.266	00:50:38.266	SO A LOT OF DISCUSSIONS ENSUED	so a lot of discussions ensued		valid
hkKZ08VryRg-00:50:38.266-00:50:40.900	hkKZ08VryRg	00:50:38.266	00:50:40.900	BUT, FOR ME, I THOUGHT IT WAS	but for me i thought it was		train
hkKZ08VryRg-00:50:40.900-00:50:44.266	hkKZ08VryRg	00:50:40.900	00:50:44.266	EVERYBODY IN THE COMMUNITY	everybody in the community		train
hkKZ08VryRg-00:50:44.266-00:50:46.367	hkKZ08VryRg	00:50:44.266	00:50:46.367	I DIDN'T WANT ANYBODY EXCLUDED.	i didnt want anybody excluded		train
hkKZ08VryRg-00:50:51.433-00:50:55.100	hkKZ08VryRg	00:50:51.433	00:50:55.100	I'LL BE PERFORMING IN JANUARY	ill be performing in january		train
hkKZ08VryRg-00:50:55.100-00:50:57.567	hkKZ08VryRg	00:50:55.100	00:50:57.567	AND IT'S GOING TO BE A REALLY	and its going to be a really		train
hkKZ08VryRg-00:50:57.567-00:50:59.567	hkKZ08VryRg	00:50:57.567	00:50:59.567	AND IT'S A REALLY BIG DEAL	and its a really big deal		train
hkKZ08VryRg-00:50:59.567-00:51:03.834	hkKZ08VryRg	00:50:59.567	00:51:03.834	IT'S A SOLO SHOW,	its a solo show		train
hkKZ08VryRg-00:51:03.834-00:51:07.800	hkKZ08VryRg	00:51:03.834	00:51:07.800	SWEDEN HAS A PROFESSIONAL	sweden has a professional		train
hkKZ08VryRg-00:51:07.800-00:51:10.100	hkKZ08VryRg	00:51:07.800	00:51:10.100	IT'S CALLED THE SILENT THEATER.	its called the silent theater		train
hkKZ08VryRg-00:51:10.100-00:51:12.333	hkKZ08VryRg	00:51:10.100	00:51:12.333	AND THEY ACTUALLY HIRED ME,	and they actually hired me		valid
hkKZ08VryRg-00:51:12.333-00:51:15.333	hkKZ08VryRg	00:51:12.333	00:51:15.333	AND THEY PURCHASED MY WORK,	and they purchased my work		train
hkKZ08VryRg-00:51:15.333-00:51:18.834	hkKZ08VryRg	00:51:15.333	00:51:18.834	IT'S GOING TO BE FILMED.	its going to be filmed		train
hkKZ08VryRg-00:51:18.834-00:51:20.834	hkKZ08VryRg	00:51:18.834	00:51:20.834	I HAVE A DIRECTOR.	i have a director		valid
hkKZ08VryRg-00:51:20.834-00:51:22.667	hkKZ08VryRg	00:51:20.834	00:51:22.667	IT'S A HUGE PRODUCTION, REALLY.	its a huge production really		train
hkKZ08VryRg-00:51:22.667-00:51:25.834	hkKZ08VryRg	00:51:22.667	00:51:25.834	I'M SO HONORED THAT THEY PURSUED	im so honored that they pursued		train
hkKZ08VryRg-00:51:25.834-00:51:27.433	hkKZ08VryRg	00:51:25.834	00:51:27.433	IT'S A TRAVELING SHOW.	its a traveling show		train
hkKZ08VryRg-00:51:29.667-00:51:31.500	hkKZ08VryRg	00:51:29.667	00:51:31.500	THEY DIDN'T ASK ME IF I WANTED	they didnt ask me if i wanted		train
hkKZ08VryRg-00:51:31.500-00:51:33.166	hkKZ08VryRg	00:51:31.500	00:51:33.166	THEY'RE NOT	theyre not		train
hkKZ08VryRg-00:51:33.166-00:51:36.200	hkKZ08VryRg	00:51:33.166	00:51:36.200	BECAUSE, YOU KNOW,	because you know		train
hkKZ08VryRg-00:51:36.200-00:51:37.667	hkKZ08VryRg	00:51:36.200	00:51:37.667	DONNA WORKED FOR FREE	donna worked for free		train
hkKZ08VryRg-00:51:37.667-00:51:39.834	hkKZ08VryRg	00:51:37.667	00:51:39.834	AND DIDN'T EXPECT ANY PAY	and didnt expect any pay		valid
hkKZ08VryRg-00:51:39.834-00:51:42.667	hkKZ08VryRg	00:51:39.834	00:51:42.667	SHE JUST TRANSLATED THIS	she just translated this		train
hkKZ08VryRg-00:51:42.667-00:51:44.333	hkKZ08VryRg	00:51:42.667	00:51:44.333	THAT'S JUST WHAT IT WAS	thats just what it was		train
hkKZ08VryRg-00:51:44.333-00:51:47.133	hkKZ08VryRg	00:51:44.333	00:51:47.133	IT WOULD COST A LOT NOW	it would cost a lot now		train
hkKZ08VryRg-00:51:47.133-00:51:50.066	hkKZ08VryRg	00:51:47.133	00:51:50.066	IN ESSENCE, PAYING TWO ACTORS--	in essence paying two actors		train
hkKZ08VryRg-00:51:50.066-00:51:52.834	hkKZ08VryRg	00:51:50.066	00:51:52.834	SO WE CAME UP WITH A BRILLIANT	so we came up with a brilliant		train
hkKZ08VryRg-00:51:52.834-00:51:56.000	hkKZ08VryRg	00:51:52.834	00:51:56.000	SO FIRST WHAT WILL HAPPEN IS,	so first what will happen is		train
hkKZ08VryRg-00:51:56.000-00:51:57.667	hkKZ08VryRg	00:51:56.000	00:51:57.667	THERE'LL BE A SCREEN.	therell be a screen		train
hkKZ08VryRg-00:51:57.667-00:52:02.734	hkKZ08VryRg	00:51:57.667	00:52:02.734	AND THERE WILL BE THE WORDS,	and there will be the words		train
hkKZ08VryRg-00:52:02.734-00:52:04.066	hkKZ08VryRg	00:52:02.734	00:52:04.066	IN SWEDISH,	in swedish		valid
hkKZ08VryRg-00:52:04.066-00:52:05.567	hkKZ08VryRg	00:52:04.066	00:52:05.567	SO PEOPLE CAN READ THAT,	so people can read that		train
hkKZ08VryRg-00:52:05.567-00:52:07.367	hkKZ08VryRg	00:52:05.567	00:52:07.367	AND THEN ONCE THEY'VE FINISHED	and then once theyve finished		train
hkKZ08VryRg-00:52:07.367-00:52:09.433	hkKZ08VryRg	00:52:07.367	00:52:09.433	THE SCREEN WILL GO DARK,	the screen will go dark		train
hkKZ08VryRg-00:52:09.433-00:52:11.066	hkKZ08VryRg	00:52:09.433	00:52:11.066	AND THEY'LL TRY TO PUT THAT	and theyll try to put that		train
hkKZ08VryRg-00:52:11.066-00:52:13.233	hkKZ08VryRg	00:52:11.066	00:52:13.233	OF COURSE, THE DEAF PEOPLE,	of course the deaf people		train
hkKZ08VryRg-00:52:13.233-00:52:15.233	hkKZ08VryRg	00:52:13.233	00:52:15.233	AND THEN THEY WATCH ME,	and then they watch me		train
hkKZ08VryRg-00:52:15.233-00:52:17.233	hkKZ08VryRg	00:52:15.233	00:52:17.233	BECAUSE THEY'LL BE LEARNING	because theyll be learning		valid
hkKZ08VryRg-00:52:17.233-00:52:18.734	hkKZ08VryRg	00:52:17.233	00:52:18.734	SO IT'S NICE.	so its nice		train
hkKZ08VryRg-00:52:18.734-00:52:20.233	hkKZ08VryRg	00:52:18.734	00:52:20.233	IT'S GREAT.	its great		test
hkKZ08VryRg-00:52:20.233-00:52:24.900	hkKZ08VryRg	00:52:20.233	00:52:24.900	IT'S HAVING TWO PERFORMANCES	its having two performances		train
hkKZ08VryRg-00:52:24.900-00:52:27.333	hkKZ08VryRg	00:52:24.900	00:52:27.333	IT'S A VERY NEAT CONCEPT.	its a very neat concept		train
hkKZ08VryRg-00:52:34.600-00:52:41.133	hkKZ08VryRg	00:52:34.600	00:52:41.133	YES. KENNY--MOSTLY	yes kennymostly		train
hkKZ08VryRg-00:52:41.133-00:52:42.734	hkKZ08VryRg	00:52:41.133	00:52:42.734	THE THREE OF US,	the three of us		train
hkKZ08VryRg-00:52:42.734-00:52:44.233	hkKZ08VryRg	00:52:42.734	00:52:44.233	BECAUSE WE WERE ROOMMATES	because we were roommates		train
hkKZ08VryRg-00:52:44.233-00:52:46.066	hkKZ08VryRg	00:52:44.233	00:52:46.066	WE WERE ALWAYS JUST GOING	we were always just going		train
hkKZ08VryRg-00:52:46.066-00:52:48.567	hkKZ08VryRg	00:52:46.066	00:52:48.567	AND CREATING THINGS	and creating things		train
hkKZ08VryRg-00:52:48.567-00:52:52.000	hkKZ08VryRg	00:52:48.567	00:52:52.000	AND I CAN'T REMEMBER WHICH--	and i cant remember which		train
hkKZ08VryRg-00:52:53.667-00:52:57.066	hkKZ08VryRg	00:52:53.667	00:52:57.066	THERE WAS ONE POEM	there was one poem		train
hkKZ08VryRg-00:52:57.066-00:53:03.133	hkKZ08VryRg	00:52:57.066	00:53:03.133	WELL, HE WAS TALKING ABOUT--	well he was talking about		train
hkKZ08VryRg-00:53:03.133-00:53:05.133	hkKZ08VryRg	00:53:03.133	00:53:05.133	I'M THINKING JIM WAS	im thinking jim was		train
hkKZ08VryRg-00:53:05.133-00:53:08.467	hkKZ08VryRg	00:53:05.133	00:53:08.467	ANYWAY, ONE OF THEM WAS WORKING	anyway one of them was working		train
hkKZ08VryRg-00:53:08.467-00:53:11.100	hkKZ08VryRg	00:53:08.467	00:53:11.100	AND HE TOLD ME THIS STORY,	and he told me this story		train
hkKZ08VryRg-00:53:11.100-00:53:14.467	hkKZ08VryRg	00:53:11.100	00:53:14.467	AND THEN USED THAT	and then used that		train
hkKZ08VryRg-00:53:14.467-00:53:15.967	hkKZ08VryRg	00:53:14.467	00:53:15.967	AND OVERLAP WITH THE HOLOCAUST	and overlap with the holocaust		train
hkKZ08VryRg-00:53:15.967-00:53:18.133	hkKZ08VryRg	00:53:15.967	00:53:18.133	WITH WHAT HAPPENED TO THE JEWS	with what happened to the jews		train
hkKZ08VryRg-00:53:18.133-00:53:20.567	hkKZ08VryRg	00:53:18.133	00:53:20.567	SO WE WORKED ON THAT ONE	so we worked on that one		train
hkKZ08VryRg-00:53:26.967-00:53:29.233	hkKZ08VryRg	00:53:26.967	00:53:29.233	I'M TRYING TO REMEMBER	im trying to remember		test
hkKZ08VryRg-00:53:47.467-00:53:52.633	hkKZ08VryRg	00:53:47.467	00:53:52.633	KENNY WAS MORE--HE WAS	kenny was morehe was		train
hkKZ08VryRg-00:53:52.633-00:53:56.300	hkKZ08VryRg	00:53:52.633	00:53:56.300	THE IDEAS WITHIN THE LANGUAGE.	the ideas within the language		train
hkKZ08VryRg-00:53:56.300-00:53:57.900	hkKZ08VryRg	00:53:56.300	00:53:57.900	UM...	um		train
hkKZ08VryRg-00:54:02.667-00:54:04.800	hkKZ08VryRg	00:54:02.667	00:54:04.800	WELL, HERE'S A GOOD EXAMPLE.	well heres a good example		train
hkKZ08VryRg-00:54:07.900-00:54:10.834	hkKZ08VryRg	00:54:07.900	00:54:10.834	WE TRIED TO PUT THIS ONE IMAGE	we tried to put this one image		train
hkKZ08VryRg-00:54:10.834-00:54:13.867	hkKZ08VryRg	00:54:10.834	00:54:13.867	OF A HAND SCRATCHING	of a hand scratching		train
hkKZ08VryRg-00:54:13.867-00:54:16.500	hkKZ08VryRg	00:54:13.867	00:54:16.500	OK, THAT'S A HAND SCRATCHING	ok thats a hand scratching		test
hkKZ08VryRg-00:54:16.500-00:54:19.033	hkKZ08VryRg	00:54:16.500	00:54:19.033	SO WE SAVED THAT IDEA.	so we saved that idea		valid
hkKZ08VryRg-00:54:19.033-00:54:22.867	hkKZ08VryRg	00:54:19.033	00:54:22.867	BUT THE FIRST THING YOU SEE	but the first thing you see		train
hkKZ08VryRg-00:54:22.867-00:54:24.867	hkKZ08VryRg	00:54:22.867	00:54:24.867	YOU SEE SOMEBODY OUTLINING	you see somebody outlining		train
hkKZ08VryRg-00:54:24.867-00:54:26.367	hkKZ08VryRg	00:54:24.867	00:54:26.367	WITH THEIR FINGERS,	with their fingers		train
hkKZ08VryRg-00:54:26.367-00:54:28.033	hkKZ08VryRg	00:54:26.367	00:54:28.033	SO YOU'RE SUGGESTING THE IDEA.	so youre suggesting the idea		train
hkKZ08VryRg-00:54:28.033-00:54:29.700	hkKZ08VryRg	00:54:28.033	00:54:29.700	YOU DON'T KNOW WHAT CAUSED	you dont know what caused		train
hkKZ08VryRg-00:54:29.700-00:54:31.367	hkKZ08VryRg	00:54:29.700	00:54:31.367	BUT YOU'RE JUST	but youre just		train
hkKZ08VryRg-00:54:31.367-00:54:33.834	hkKZ08VryRg	00:54:31.367	00:54:33.834	THAT ARE BEING OUTLINED BY	that are being outlined by		train
hkKZ08VryRg-00:54:33.834-00:54:35.867	hkKZ08VryRg	00:54:33.834	00:54:35.867	YOU DON'T KNOW THAT IT'S	you dont know that its		train
hkKZ08VryRg-00:54:35.867-00:54:38.867	hkKZ08VryRg	00:54:35.867	00:54:38.867	THE SIDE OF THAT WALL	the side of that wall		test
hkKZ08VryRg-00:54:38.867-00:54:41.367	hkKZ08VryRg	00:54:38.867	00:54:41.367	AND THEN YOU REALIZE THAT IT WAS	and then you realize that it was		train
hkKZ08VryRg-00:54:41.367-00:54:43.567	hkKZ08VryRg	00:54:41.367	00:54:43.567	OR WHAT THEY SAID WAS SHOWERS	or what they said was showers		train
hkKZ08VryRg-00:54:43.567-00:54:45.200	hkKZ08VryRg	00:54:43.567	00:54:45.200	WHEN THEY GASSED THE JEWS.	when they gassed the jews		valid
hkKZ08VryRg-00:54:45.200-00:54:51.367	hkKZ08VryRg	00:54:45.200	00:54:51.367	SO THE STORY ITSELF COULD EMBED	so the story itself could embed		train
hkKZ08VryRg-00:54:51.367-00:54:53.200	hkKZ08VryRg	00:54:51.367	00:54:53.200	YOU KNOW, IF I SHOW THAT	you know if i show that		train
hkKZ08VryRg-00:54:53.200-00:54:54.700	hkKZ08VryRg	00:54:53.200	00:54:54.700	IT WOULDN'T BE AS INTERESTING.	it wouldnt be as interesting		train
hkKZ08VryRg-00:54:54.700-00:54:56.700	hkKZ08VryRg	00:54:54.700	00:54:56.700	KENNY SAID,	kenny said		train
hkKZ08VryRg-00:54:56.700-00:55:00.367	hkKZ08VryRg	00:54:56.700	00:55:00.367	SAVE THE BIG REVEAL UNTIL	save the big reveal until		train
hkKZ08VryRg-00:55:02.433-00:55:03.900	hkKZ08VryRg	00:55:02.433	00:55:03.900	SO THE AUDIENCE IS PUZZLED,	so the audience is puzzled		train
hkKZ08VryRg-00:55:03.900-00:55:05.600	hkKZ08VryRg	00:55:03.900	00:55:05.600	AND THEY HAVE TO THINK ABOUT IT	and they have to think about it		train
hkKZ08VryRg-00:55:05.600-00:55:07.033	hkKZ08VryRg	00:55:05.600	00:55:07.033	AND WORK A LITTLE HARDER.	and work a little harder		train
hkKZ08VryRg-00:55:07.033-00:55:08.500	hkKZ08VryRg	00:55:07.033	00:55:08.500	AND AT THE VERY END, IT ALL	and at the very end it all		train
hkKZ08VryRg-00:55:08.500-00:55:10.100	hkKZ08VryRg	00:55:08.500	00:55:10.100	AND THEY UNDERSTAND.	and they understand		train
hkKZ08VryRg-00:55:10.100-00:55:13.000	hkKZ08VryRg	00:55:10.100	00:55:13.000	SO I OUTLINED THOSE LINES ON	so i outlined those lines on		train
hkKZ08VryRg-00:55:13.000-00:55:15.533	hkKZ08VryRg	00:55:13.000	00:55:15.533	AND THEN YOU DON'T KNOW WHAT	and then you dont know what		train
hkKZ08VryRg-00:55:34.033-00:55:38.367	hkKZ08VryRg	00:55:34.033	00:55:38.367	SOMETIMES KENNY WAS	sometimes kenny was		train
hkKZ08VryRg-00:55:46.166-00:55:52.133	hkKZ08VryRg	00:55:46.166	00:55:52.133	I MEAN BY THAT NOT	i mean by that not		train
hkKZ08VryRg-00:55:52.133-00:55:54.266	hkKZ08VryRg	00:55:52.133	00:55:54.266	YOU KNOW, I DIDN'T KNOW	you know i didnt know		train
hkKZ08VryRg-00:55:54.266-00:55:57.600	hkKZ08VryRg	00:55:54.266	00:55:57.600	I'D HAD NO EDUCATION ABOUT SOME	id had no education about some		train
hkKZ08VryRg-00:55:57.600-00:56:02.333	hkKZ08VryRg	00:55:57.600	00:56:02.333	AND I THOUGHT THAT, YOU KNOW,	and i thought that you know		train
hkKZ08VryRg-00:56:02.333-00:56:05.500	hkKZ08VryRg	00:56:02.333	00:56:05.500	I KNEW HOW TO SIGN,	i knew how to sign		valid
hkKZ08VryRg-00:56:05.500-00:56:08.433	hkKZ08VryRg	00:56:05.500	00:56:08.433	THAT HE WAS ABLE TO GIVE ME.	that he was able to give me		valid
hkKZ08VryRg-00:56:15.834-00:56:17.834	hkKZ08VryRg	00:56:15.834	00:56:17.834	KENNY'S A VERY CREATIVE PERSON.	kennys a very creative person		train
hkKZ08VryRg-00:56:17.834-00:56:20.500	hkKZ08VryRg	00:56:17.834	00:56:20.500	HE IS ALWAYS COMING UP	he is always coming up		train
hkKZ08VryRg-00:56:20.500-00:56:22.934	hkKZ08VryRg	00:56:20.500	00:56:22.934	BUT THEY DIDN'T	but they didnt		train
hkKZ08VryRg-00:56:22.934-00:56:24.867	hkKZ08VryRg	00:56:22.934	00:56:24.867	WITH DEAF AUDIENCES,	with deaf audiences		train
hkKZ08VryRg-00:56:24.867-00:56:28.433	hkKZ08VryRg	00:56:24.867	00:56:28.433	SO HE WAS MORE OF AN ARTIST BUT	so he was more of an artist but		test
hkKZ08VryRg-00:56:31.333-00:56:34.934	hkKZ08VryRg	00:56:31.333	00:56:34.934	I THINK DEAF CULTURE MOVES	i think deaf culture moves		train
hkKZ08VryRg-00:56:45.166-00:56:47.934	hkKZ08VryRg	00:56:45.166	00:56:47.934	WELL, I HAVE TO THINK ABOUT	well i have to think about		train
hkKZ08VryRg-00:56:47.934-00:56:49.800	hkKZ08VryRg	00:56:47.934	00:56:49.800	MORE ABOUT DEAF CULTURE.	more about deaf culture		train
hkKZ08VryRg-00:56:54.433-00:56:57.166	hkKZ08VryRg	00:56:54.433	00:56:57.166	THOSE WITHIN DEAF CULTURE	those within deaf culture		train
hkKZ08VryRg-00:56:57.166-00:56:59.166	hkKZ08VryRg	00:56:57.166	00:56:59.166	THEY KNOW THE NORMS.	they know the norms		train
hkKZ08VryRg-00:56:59.166-00:57:01.400	hkKZ08VryRg	00:56:59.166	00:57:01.400	IT'S A COMFORTABLE WORLD,	its a comfortable world		train
hkKZ08VryRg-00:57:01.400-00:57:05.567	hkKZ08VryRg	00:57:01.400	00:57:05.567	AND IT KIND OF GOES	and it kind of goes		train
hkKZ08VryRg-00:57:05.567-00:57:08.233	hkKZ08VryRg	00:57:05.567	00:57:08.233	COMPARED TO THEIR PERCEPTION	compared to their perception		train
hkKZ08VryRg-00:57:08.233-00:57:09.834	hkKZ08VryRg	00:57:08.233	00:57:09.834	WHERE THEY DON'T KNOW THE RULES.	where they dont know the rules		train
hkKZ08VryRg-00:57:09.834-00:57:12.834	hkKZ08VryRg	00:57:09.834	00:57:12.834	IT'S ALL NEW--NEW THOUGHTS,	its all newnew thoughts		test
hkKZ08VryRg-00:57:12.834-00:57:15.900	hkKZ08VryRg	00:57:12.834	00:57:15.900	AND THEY'RE SOMEWHAT TAKEN ABACK	and theyre somewhat taken aback		test
hkKZ08VryRg-00:57:15.900-00:57:19.734	hkKZ08VryRg	00:57:15.900	00:57:19.734	WHEN THEY'RE PRESENTED	when theyre presented		train
hkKZ08VryRg-00:57:19.734-00:57:22.066	hkKZ08VryRg	00:57:19.734	00:57:22.066	BUT KENNY TAUGHT ME	but kenny taught me		train
hkKZ08VryRg-00:57:22.066-00:57:23.567	hkKZ08VryRg	00:57:22.066	00:57:23.567	AND THEN I, IN TURN, FELT	and then i in turn felt		train
hkKZ08VryRg-00:57:23.567-00:57:24.967	hkKZ08VryRg	00:57:23.567	00:57:24.967	TO DEAF AUDIENCES	to deaf audiences		train
hkKZ08VryRg-00:57:24.967-00:57:26.500	hkKZ08VryRg	00:57:24.967	00:57:26.500	AND TEACH THEM.	and teach them		train
hkKZ08VryRg-00:57:30.900-00:57:35.166	hkKZ08VryRg	00:57:30.900	00:57:35.166	YES. YES. RIGHT, RIGHT.	yes yes right right		test
hkKZ08VryRg-00:57:49.000-00:57:53.066	hkKZ08VryRg	00:57:49.000	00:57:53.066	AT THAT TIME--AND THIS WAS	at that timeand this was		train
hkKZ08VryRg-00:57:53.066-00:57:59.000	hkKZ08VryRg	00:57:53.066	00:57:59.000	IT'S HARD FOR ME TO REMEMBER	its hard for me to remember		train
hkKZ08VryRg-00:58:11.467-00:58:14.233	hkKZ08VryRg	00:58:11.467	00:58:14.233	I'M JUST TRYING	im just trying		train
